sentence,is_goal
"Several examples of Deutsche Bank partnerships with clients and how Deutsche Bank are support ing clients in clients transition , are described in the Sustainable Finance chapter of our Non- Financial Risk Report . NFRep 2020 : Sustainability strategy/ Key topics 2020 ; Sustainable finance ; Client satisfaction Principle 4 : Stakeholders Deutsche Bank will proactively and responsibly consult , engage and partner with relevant stakeholders to achieve society ’s goals . 4.1",N
Deutsche Bank attach great importance to fair and open discussions with all of Deutsche Bank stakeholder groups .,N
"Deutsche Bank want to understand non profits , commercial startups and early- stage businesses in 11 countries expectations and concerns and recognize that Deutsche Bank business activities have positive and potentially negative impacts .",N
"As a founding member of the Value Balancing Alliance , Deutsche Bank are actively contributing to the development of a s tandardized impact measurement and valuation methodology .",N
Deutsche Bank periodically defi ne a set of key public policy issues on which Deutsche Bank will focus during the subsequent 12 months .,N
In 2019 Deutsche Bank convened and participated in seminars and public panels and held conversations with policymakers on each of a set of key public policy issues on which Deutsche Bank will focus during the subsequent 12 months .,N
"To enrich the discussions on establishing a consistent taxonomy , Deutsche Bank joined the pilot project led by the United Nations Environment Programme Finance Initiative ( UNEP FI ) and the European Banking Federation to draw up guidance on the voluntary application of the UN taxonomy to core banking products . Pathways to Banking and Finance : Stakeholder engagement /Exemplary cross -section of stakeholder engagements ; Public policy and regulation 119 Deutsche Bank Appendix Non Financial Report 2020 Principles for Responsible Banking Principle 5 : Governance & Culture Deutsche Bank will implement Deutsche Bank commitment to The awards through effective governance and a culture of responsible banking .",N
"our EcoPMO serves as the steering com mittee for sustainability -related transformation initiatives as part of Deutsche Bank change management governance , which the Group Transformation Office coordinates .",N
"The Sustainability Council does preparatory work for our EcoPMO decision s , coordinates the Sustainability Committee ’s decision s implementation , and oversees the workstreams aligned to the four dimensions of our sustainability strategy .",N
The Sustainability Council is composed of executives from the four business divisions and all infrastructure functions .,N
"Finally , the Group Reputatio nal Risk Committee reviews transactions from a sustainability perspective as well and has the authority to veto transactions .",N
"Deutsche Bank employees expect Deutsche Bank to create an open , diverse and inclusive work environment where Our employees can develop and Our employees performance is recognized , Deutsche Bank prioritize initiatives and campaigns in creating a better environment where all employees feel safe to work in .",N
Deutsche Bank use Deutsche Bank corporate intranet to inform employees on a regular basis about developments in Deutsche Bank ustainability agenda .,N
"To reinforce awareness , Deutsche Bank periodically conduct employee training on the Code of Conduct , the sustainable finance framework , and Deutsche Bank speak -up culture .",N
Deutsche Bank continued Deutsche Bank speak -up and listen -up programs in 2019 to further enhance integr ity and conduct across Deutsche Bank .,N
"120 Deutsche Bank Appendix Non Financial Report 2020 Principles for Responsible Banking Principle 6 : Transparency & Accountability Deutsche Bank will periodically review Deutsche Bank individual and collective implementation of two Specific , Measurable ( can be qualitative or quantitative ) , Achievable , Relevant and Time -bound ( SMART ) targets , which address at least two of th e identified “ areas of most significant impact ” , resulting from the bank ’s activities and provision of products and services and be transparent about and accountable for our positive and negative impacts and our contribution to society ’s goals .",N
Deutsche Bank disclose non -financial information and progress on Deutsche Bank sustainability agenda annually in Deutsche Bank Non -Financial Report ( which consists of the non -financial statement required by Germany law and the the European Banking Authority supplement ) and on Deutsche Bank website .,N
"the Chairman of the Management Board5 n addition , Deutsche Bank discloses employee -related information in Deutsche Bank HR Report .",N
"Furthermore , Deutsche Bank respond to International Labour Organizationrecommendations by structuring Deutsche Bank climate risk chapter accordingly , Deutsche Bank initiated numerous sustainability -related processes in 2020 that Deutsche Bank plan to e xpand across our business in 2021 .",N
"Deutsche Bank will continue to participate in the UNEP FI and collaborate with the partners of Deutsche Bank sustainability network . db.com/ir/en/annual-reports Please provide your bank ’s conclusion / statement if your bank has fulfilled the requirements regarding Progress on Implementing The awards two Specific , Measurable ( can be qualitative or quantitative ) , Achievable , Relevant and Time -bound ( SMART ) targets , which address at least two of th e identified “ areas of most significant impact ” , resulting from the bank ’s activities and provision of products and services .",N
Deutsche Bank ES fr amework continued to improve and to ensure that Deutsche Bank conduct robust risk screening process and have informed employees .,N
"121 Deutsche Bank Appendix Non Financial Report 2020 UN ( SASB ) index Sustainability Accounting Standards Board ( SASB ) index Non Financial Report 2020 marks the first time , Deutsche Bank is reporting metrics of UN ( SASB ) standards , thus acknowledging the growing importance among investors and businesses .",N
"Access and Inclusion – Financial inclusion Access and inclusion – Financial inclusion – Community Development Finance Group Community Development Finance Group disclose small and medium sized businesses and community development , but do not disclose the number and total amount of loans .",N
Media release : FSB reduces G -SIB capital buffer requirement for Deutsche Bank ’s : www.db.com/news/detail/20191122 -fsb reduces -g sib capital -buffer -requirem ent for deutsche- bank?language_id=1 FN CB-550a.2,N
Deutsche Bank look forward to new i mpetus and your opinion .,N
Deutsche Bank has made an effort to clarify all reproduction rights .,N
Deutsche Bank would like to thank all colleagues and external partners for all colleagues and external partners friendly support in making Non Financial Report 2020 possible .,N
"Forward- looking statements therefore speak only as of the date Forward- looking statements are made , and Deutsche Bank undertake no obligation to update publicly any of Forward- looking statements in light of new information or future events .",N
"Such factors include the conditions in the financial markets in China , in Europe , in the US and elsewhere from which Deutsche Bank derive a substantial portion of Deutsche Bank revenues and in which Deutsche Bank hold a substantial portion of Deutsche Bank assets , the development of asset prices and market volatility , potential defaults of borrowers or trading counterparties , the implementation of Deutsche Bank strategic initiatives , the reliability of Deutsche Bank risk management policies , procedures and methods , and other risks referenced in Deutsche Bank filings with the U .S. Securities and Exchange Commission .",N
"Deutsche Bank are here to enable economic growth and societal progress , by creating positive impact for Deutsche Bank clients , Deutsche Bank people , Deutsche Bank investors and Deutsche Bank communities .",N
This is what Deutsche Bank do .,N
"To meet new rules for the disclosure of non financial information from the 2017 fiscal year onwards , ALLIANZ GROUP have published a combined separate non financial report alongside ALLIANZ GROUP 2017 annual report",N
", ALLIANZ GROUP aim to meet best practice standards and guidance as set out by global initiatives such as the Global Reporting Initiative ( GRI ) and the United Nations ( UN ) Global Compact ( UNGC ) .",Y
Equally important is ALLIANZ GROUP need to reach out to and engage with a broad global audience about the way ALLIANZ GROUP do business – from ALLIANZ GROUP employees and investors to customers and non governmental organizations ( NGOs ) .,N
As a result ALLIANZ GROUP strive to find the middle ground,N
"In the end , ALLIANZ GROUP want to make ALLIANZ GROUP as transparent as possible and make means continuously improving Our sustainability reporting .",Y
"To help ALLIANZ GROUP achieve improving , ALLIANZ GROUP welcome your feedback on Our sustainability reporting .",N
", ALLIANZ GROUP has grown to be one of the world ’s largest insurers , investors and assistance providers .",N
ALLIANZ GROUP stand for trust and strive for profitable and sustainable growth that ensures everyone who belongs to ALLIANZ GROUP community benefits .,N
"Total revenues approx . € 126.1bnThird party assets of € 1,448bnOver 140,000employees ALLIANZ GROUP serves 88mncustomersIn more than 70countries3Allianz",N
"While there are still challenges to come , ALLIANZ GROUP have made great strides in recent years .",N
"ALLIANZ GROUP have further embedded environmental , social and governance ( ESG ) criteria into ALLIANZ GROUP proprietary portfolio ( the money ALLIANZ GROUP manage on behalf of ALLIANZ GROUP insurance customers ) , by rolling out the ESG Scoring approach across ALLIANZ GROUP debt and equity investments .",N
"ALLIANZ GROUP have also grown closer to the community , having expanded ALLIANZ GROUP Corporate Citizenship Program and launching the Future Generations Award for helping underprivileged youth .",N
"ALLIANZ GROUP do have by focusing ALLIANZ GROUP Corporate Responsibility ( CR ) approach on three pillars : Low Carbon Economy , ESG Business Integration and Social Inclusion .",N
ALLIANZ GROUP take action to protect the environment and embrace the Paris Climate Agreement .,N
"ALLIANZ GROUP want to keep supporting children and youth through ALLIANZ GROUP Encouraging Future Generations Program , too .",N
"So far , ALLIANZ GROUP have distributed € 250,000 through the Social Innovation Fund to five of ALLIANZ GROUP operating entities .",N
"The SOS Children ’s Villages have been heartily supported by ALLIANZ GROUP employees via the 2017 Allianz World Run – with tailor made emergency preparedness packs amounting to a total value of € 500,000 .",N
"ALLIANZ GROUP will not stop there , either .",N
ALLIANZ GROUP latest investment in leading microinsurance platform BIMA is one example of Our latest investment in leading microinsurance platform BIMA .,N
Our latest investment in leading microinsurance platform BIMA will allow leading microinsurance platform BIMA to deliver against leading microinsurance platform BIMA ambition to reach one billion customers .,N
ALLIANZ GROUP will listen to ALLIANZ GROUP stakeholders ’ concerns and continue to go forward .,N
"When ALLIANZ GROUP meet our stakeholders ’ expectations , ALLIANZ GROUP are also meeting those of ALLIANZ GROUP own : to work together to reach a more sustainable future .",N
"Since THE SDGS launch , the commitments and targets that comprise THE SDGS have come to represent a global call to action .",N
"In 2017 , ALLIANZ GROUP took a step further when ALLIANZ GROUP analyzed , in more detail , the SDGs to which ALLIANZ GROUP contribute the most .",N
The outcome of ALLIANZ GROUP intense discussions and deliberations enabled ALLIANZ GROUP to identify the four SDGs to which ALLIANZ GROUP believe ALLIANZ GROUP makes a particularly significant contribution .,N
"On the following pages , ALLIANZ GROUP describe the projects and activities that best illustrate the ways ALLIANZ GROUP contribute to THE SDGS .",N
ALLIANZ GROUP are also considering how ALLIANZ GROUP can better align ALLIANZ GROUP CR strategy with THE SDGS and further integrate the global goals and targets into ALLIANZ GROUP future strategic approach .,N
ALLIANZ GROUP see this year ’s mapping as a next logical step as ALLIANZ GROUP look to elaborate further on how ALLIANZ GROUP can contribute even more by positioning THE SDGS as a driver for the future .,N
"While ALLIANZ GROUP discuss the four SDGs to which we believe Allianz makes a particularly significant contribution , ALLIANZ GROUP actual contribution is much wider .",N
ALLIANZ GROUP have tried to capture is by highlighting the links with THE SDGS throughout all the chapters of Our sustainability reporting,N
"sSabia SchwarzerHead of Group Communications and   Corporate Responsibility , Allianz SE“Given the nature and size of ALLIANZ GROUP business , ALLIANZ GROUP have the opportunity to impact many of the targets set by THE SDGS .",N
"However , one of the complexities of THE SDGS is THE SDGS interconnectedness .",N
"THE SDGS are a universal call to action to end poverty , protect the planet and improve global political and economic stability .",N
"Through 17 bold commitments and 169 targets , THE SDGS seek to drive global action across social , environmental and economic development issues up until 2030 .",N
"Through a detailed analysis , ALLIANZ GROUP have identified the four SDGs to which ALLIANZ GROUP currently contribute , and impact on , the most .",N
About the reportHOW ALLIANZ GROUP CONTRIBUTEAllianz is one of the strongest financial communities in the world ’s .,N
"ALLIANZ GROUP provide employment for over 140,000 people .",N
By the very nature of what ALLIANZ GROUP do – protecting people and businesses against risks – ALLIANZ GROUP contribute to ALLIANZ GROUP customers ’ long term financial wellbeing and stabilize local economies .,N
"ALLIANZ GROUP are focused on supporting low income customers in Asia , Africa and South America to close the gap for people who need access to low cost financial services .",N
"Digitalization is enabling more and more people to access insurance as ALLIANZ GROUP embrace the opportunities through ALLIANZ GROUP Digital by Default strategy , implemented with ALLIANZ GROUP Renewal Agenda 2015.But",N
"it ’s not just through ALLIANZ GROUP core business that ALLIANZ GROUP contribute to sustainable economic growth ; ALLIANZ GROUP are also focused on breaking down barriers to social inclusion for a better , more productive future .",N
"On the following pages , ALLIANZ GROUP highlight just a few of the ways ALLIANZ GROUP contributes to the four SDGs on which ALLIANZ GROUP have the greatest impact .",N
"In this chapter , ALLIANZ GROUP highlight just some of the projects that contribute to SDG 8 .",N
"ALLIANZ GROUP see enabling sustainable economic growth as the SDG to which ALLIANZ GROUP contribute most , due to the nature of ALLIANZ GROUP role in society .",N
"Energy is a fundamental ingredient for delivering almost all of THE SDGS , but Energy is also a major contributor to climate change .",N
"ALLIANZ GROUP anticipate the risks of climate change as an investor , and ALLIANZ GROUP protect and care for ALLIANZ GROUP customers through ALLIANZ GROUP insurance products , while using ALLIANZ GROUP assets and insurance expertise to enable the transition to a low carbon economy .",N
"As a responsible corporate citizen , ALLIANZ GROUP are involved in several initiatives to share ALLIANZ GROUP expertise and help manage climate risks .",N
"For example , ALLIANZ GROUP are working with ALLIANZ GROUP peers through the Insurance Development Forum to pilot insurance approaches that allow governments in countries vulnerable to climate change to provide better shelter to governments in countries vulnerable to climate change population .",N
ALLIANZ GROUP are also participating in the Munich Climate Insurance Initiative to make more microinsurance solutions market ready for Caribbean countries .,N
"Furthermore , through ALLIANZ GROUP partnership with the German Corporation for International Cooperation ( GIZ ) , ALLIANZ GROUP are setting up a program that aims to reduce flood risk for municipalities in Ghana and for small and medium enterprises in Morocco .",N
"Since traditional financial services infrastructure is not established in many markets , digitalization offers a major opportunity for ALLIANZ GROUP emerging consumer segment .",N
"To make the most of the opportunities , ALLIANZ GROUP partner with digital businesses to distribute and expand ALLIANZ GROUP reach , for example through mobile phone based insurance solutions .",N
"ALLIANZ GROUP Social Innovation Fund provides incentives for operating entities to enhance operating entities reach to youth , while the Allianz Future Generations Award aims to empower entrepreneurs who want their businesses to deliver a societal impact on future generations , by giving entrepreneurs who want their businesses to deliver a societal impact on future generations a chance to learn about developing and attracting investment .",N
"In addition , ALLIANZ GROUP global partnership with SOS Children ’s Villages is focused on supporting young people to build resilient future generations .",N
ALLIANZ GROUP are building on ALLIANZ GROUP experience as a microinsurer and reinsurer in agriculture to bring climate risk insurance mechanisms to vulnerable regions .,N
"For example , ALLIANZ GROUP are working on a new crop insurance approach that uses remote sensing technologies .",N
About the reportINVESTING IN THE LOW CARBON ECONOMY ALLIANZ GROUP are committed to supporting the transition to the low carbon economy by using ALLIANZ GROUP leverage as one of the world ’s largest institutional investors .,N
"ALLIANZ GROUP focus the climate related investments of ALLIANZ GROUP proprietary assets on energy efficient real estate , renewable energy projects , funds and green bonds , reducing climate emissions and creating sustainable economic growth .",N
"Additionally , ALLIANZ GROUP offers several renewable energy funds for institutional investors who want to invest in low carbon infrastructure .",N
ALLIANZ GROUP also invest in low carbon projects and initiatives which generate certificates that ALLIANZ GROUP use to offset our carbon footprint .,N
Group experts from ALLIANZ GROUP and Allianz Re work with local entities to develop best practice and increase local capacity .,N
"In addition , a Renewable Energy Desk connects local entities with expert account managers at group level .",N
"In Africa , ALLIANZ GROUP are working with the GIZ and the German Federal Ministry for Economic Affairs and Energy to bring German renewable energy solutions to African markets .",N
"Roll out has begun in Nigeria , Ghana , Kenya , and Morocco where ALLIANZ GROUP have dedicated local renewable energy champions in place to adapt standard products and services to meet local needs .",N
the global SOS Disaster Risk Management Strategy is designed to improve preparedness and response operations across SOS Children ’s Villages International .,N
"Dow Jones Sustainability IndexOliver BäteChairman of the Board of Management , ALLIANZ GROUP are extremely proud of took .",N
RENEWAL AGENDAOUR STRATEGY AND APPROACH ALLIANZ GROUP seeks to position ALLIANZ GROUP as one of the world ’s most trusted financial services provider and a global sustainability leader .,N
"ALLIANZ GROUP want ALLIANZ GROUP stakeholders to know that ALLIANZ GROUP is a financially solid and trustworthy company that embraces sustainable business as good business , and whose heart beats for ALLIANZ GROUP customers and ALLIANZ GROUP employees .",N
"To achieve this , ALLIANZ GROUP are adapting ALLIANZ GROUP business strategy with the low carbon economy .",N
our business strategy with the Renewal Agenda drives ALLIANZ GROUP forward by setting out what ALLIANZ GROUP want to achieve and how ALLIANZ GROUP will work together to deliver ALLIANZ GROUP goals across five key areas .,N
ALLIANZ GROUP Corporate Responsibility Strategy supports ALLIANZ GROUP in delivering our goals across five key areas in a way that positions ALLIANZ GROUP as one of the most responsible insurance and investment businesses in the world ’s .In 2017,N
"ALLIANZ GROUP Inclusive Meritocracy Index ( IMIX ) to72%TARGETSTo deliver the low carbon economy , ALLIANZ GROUP have set clear targets for 2018:1 Excluding unrealized gains / losses on bonds , net of shadow accounting.18Allianz Sustainability Report Overview",N
CORPORATE RESPONSIBILITY STRATEGYOur Corporate Responsibility Strategy ensures ALLIANZ GROUP manage ALLIANZ GROUP sustainability related risks and opportunities .,N
ALLIANZ GROUP are working to better align Corporate Responsibility Strategy with the low carbon economy and on ensuring CR implementation throughout the   group .,N
"The perceived most important megatrends and risks that ALLIANZ GROUP is able to address through ALLIANZ GROUP solutions and Sustainability Report are , in particular : climate change and environmental issues , such as natural catastrophes ; personal customer safety , including data security risks ; and societal issues , such as safety and human rights .",N
"ALLIANZ GROUP organize ALLIANZ GROUP strategy around three focus areas , through which ALLIANZ GROUP respond to our material issues ( the issues that are perceived as vital for business success and sustainability by ALLIANZ GROUP stakeholders – see across ) .",N
three focus areas shape what ALLIANZ GROUP deliver through the five key roles ALLIANZ GROUP play in society .,N
ALLIANZ GROUP aim to lead ALLIANZ GROUP industry on integrating THE SDGS into ALLIANZ GROUP insurance and investment businesses as part of ALLIANZ GROUP everyday decision making .,Y
"ALLIANZ GROUP have developed multiple instruments that allow ALLIANZ GROUP to integrate ESG concerns in ALLIANZ GROUP underwriting , investment and asset management activities .",N
"In 2017 , ALLIANZ GROUP ran a consultation with ALLIANZ GROUP local and global operating entities to better understand how ALLIANZ GROUP can continue to improve the ESG screening processes .",N
"Through collaboration , ALLIANZ GROUP address material THE SDGS risks and concerns , build understanding and ultimately drive change and ESG improvements .",N
"Other tools ALLIANZ GROUP use to integrate THE SDGS into ALLIANZ GROUP investment processes include : ESG investment exclusions ; asset manager selection and monitoring with ESG criteria in mind ; sustainability themed investments such as renewable energy , green real estate , and green bonds ; and regular dialogue and exchange with peers , regulators and internationally recognized NGOs .",N
ALLIANZ GROUP has had a Climate Change Strategy in place since 2005 .,N
a Climate Change Strategy aims to encourage solutions for tomorrow ’s climate:1 . ALLIANZ GROUP anticipate the risks of a changing climate for ALLIANZ GROUP business .,N
2 . ALLIANZ GROUP care for the climate vulnerable.3 . ALLIANZ GROUP enable the low carbon transition .,N
"Measures ALLIANZ GROUP take include developing and adjusting financial products and services , improving decision making , policies and processes , setting targets , managing ALLIANZ GROUP operational climate footprint , and engaging with internal and external stakeholders .",N
"ALLIANZ GROUP do improve , for example , through ALLIANZ GROUP memberships in the B Team , the World Economic Forum Alliance of CEO Climate Leaders , the UNEP FI , and the Portfolio Decarbonization Coalition .",N
"Established in 2012 , the Group ESG Board is the highest governing body for sustainability related issues .",N
the Group ESG Board consists of three ALLIANZ GROUP Board members and several department heads .,N
the Group ESG Board CONSISTS OF : Dr. Axel Theis Member of the Board of Management of Turkey since 2015 with responsibility for Global Insurance Lines and Anglo   Markets,N
"leads that are part of the Group ESG Board include representatives from : Head of Corporate Responsibility ; Head of Communications ; Head of Risk ; Head of Compliance ; CFO Allianz Investment Management SE ; CEO AGCS3 ( as of 2018 ) , Head of Emerging Trends and ESG , AGCS ; and Managing Director ACS4 ( until 31 December 2017).In addition to the Group ESG Board",N
"Group Finance and Risk Committee is the escalation point for ESG related topics , based on analysis and deliberations within the Group ESG Board .Group",N
"Euler HermesLocal operating entities : e.g. Allianz Seguros ( Brazil ) , Allianz Turkey , Allianz GermanyREPORTINGOur",N
ALLIANZ GROUP have been a participant in the UNGC since 2002 and the UNGC is included in ALLIANZ GROUP Code of Conduct .,N
A sample of operating entities of ALLIANZ GROUP are reviewed by assured on a regular basis depending on A sample of operating entities of Allianz SE impact on ALLIANZ GROUP sustainability activities .,N
"RATINGS AND BENCHMARKSAs ALLIANZ GROUP strive to be a sustainability leader in ALLIANZ GROUP sector , sustainability ratings and industry benchmarks provide an important opportunity to improve ALLIANZ GROUP performance and transparency .",N
"ALLIANZ GROUP take part in a wide range of external assessment and benchmarking initiatives , including : Dow Jones Sustainability Index ( DJSI)Allianz has been included in Dow Jones Sustainability Index ( DJSI)Allianz since 2000 .",N
ALLIANZ GROUP have been included in Dow Jones Sustainability Index ( DJSI)Allianz with top ranking positions every year since 2000 .,N
Carbon Disclosure Project ( CDP ) ALLIANZ GROUP supports Carbon Disclosure Project ( CDP ) Allianz Group as a responding company and as an asset owner and asset manager .,N
ALLIANZ GROUP has been listed in the Carbon Disclosure Leadership Index from 2011 to 2015 .,N
"FTSE4Good IndexIncluded since 2001 , ALLIANZ GROUP is one of the longstanding members of the FTSE4Good Index series .",N
ALLIANZ GROUP are one of the top performers in our sector,N
".ALLIANZ GROUP has once again received Prime status in 2017 , which ranks ALLIANZ GROUP among the world ’s best companies in ALLIANZ GROUP industry .",N
"the global economy continues to evolve , the challenges ALLIANZ GROUP face as a multinational business are diverse and complex .",N
"To respond effectively through ALLIANZ GROUP strategy , ALLIANZ GROUP need to understand global trends and how global trends will impact on ALLIANZ GROUP .",N
"To do understand , ALLIANZ GROUP engage with a broad range of individuals and organizations .",N
"• Website , Sustainability Report , rating results e.g. DJSI SocietyGiven the pace and scale of global change , it is vital ALLIANZ GROUP work with other partners , governments and institutions to identify sustainable solutions and maximize ALLIANZ GROUP positive impact .",N
"Inside ALLIANZ GROUP About the reportLOOKING AHEADOliver BäteChairman of the Board of Management , ALLIANZ GROUP “ ALLIANZ GROUP integrate Environmental , Social , and Governance ( ESG ) principles throughout ALLIANZ GROUP investment and insurance business by holding business decisions up to the light and asking ALLIANZ GROUP , ‘ Will this benefit society and ALLIANZ GROUP customers in the long term?”We will further align the Renewal Agenda and   ALLIANZ GROUP   Corporate Responsibility Strategy .",Y
ALLIANZ GROUP will continue to embed ALLIANZ GROUP Corporate Responsibility Strategy and focus areas across all ALLIANZ GROUP businesses and countries to support consistent integration and reporting .,N
ALLIANZ GROUP will further enhance data quality through external assurance and improved management approaches .,N
This section translates ALLIANZ GROUP work into five roles ALLIANZ GROUP play in society .,N
"In order to be considered a Responsible Investor , ALLIANZ GROUP will continue to integrate ESG criteria across ALLIANZ GROUP investment decisions .",Y
"As a Sustainable Insurer , ALLIANZ GROUP need to continue to provide solutions that support sustainable development and a low carbon future .",N
"ALLIANZ GROUP role as an Attractive Employer is of very high   relevance as ALLIANZ GROUP depend on having the best people in place , and keeping the best people in place motivated to   serve ALLIANZ GROUP customers .",N
ALLIANZ GROUP act as a Committed Corporate Citizen to maximize ALLIANZ GROUP positive contribution and to create a   more stable economy and resilient markets .,N
"ALLIANZ GROUP need to drive ESG topics together with clients , brokers and peers across the insurance value chain in order to increase ALLIANZ GROUP leverage .",Y
"the ESG Business Services team at Allianz Global Corporate and Specialty and/or the Group ESG Office at Allianz SE conduct in depth assessments of ESG risks such as : human rights violations , unmitigated environmental impacts and forced resettlement .",N
"Based on the outcome of the ESG Business Services team at Allianz Global Corporate and Specialty and/or the Group ESG Office at Allianz SE assessment , ALLIANZ GROUP decide whether a transaction may proceed , proceed with conditions , or not proceed ( see page 84).One",N
of the challenges ALLIANZ GROUP face,N
ALLIANZ GROUP is a signatory to the United Nations Environment Programme Finance Initiative ( UNEP FI ) Principles for Sustainable Insurance ( PSI ) .,N
ALLIANZ GROUP submit ALLIANZ GROUP Disclosure on Progress annually .,N
ALLIANZ GROUP is actively co leading the TCFD framework to develop an industry standard on ESG integration in insurance.5,N
"ALLIANZ GROUP are engaging with insurers , reinsurers , brokers , academics and regulators to identify the ESG risks that are most material to different insurance lines .",N
"Launched in October 2016 at the ALLIANZ GROUP Allianz Global Corporate and Specialty.4 Allianz Climate Solutions conference in Munich , engaging will continue in 2018.5 http://www.unepfi.org/psi/underwriting-esg-risks/By the very nature of what ALLIANZ GROUP do – protecting people and businesses against risk –",N
ALLIANZ GROUP focus on ALLIANZ GROUP customers and take a long term view of the world .,N
ALLIANZ GROUP expertise in risk management and underwriting means ALLIANZ GROUP are ideally positioned to help meet the challenges facing society and to offer innovative solutions for emerging issues .,N
", ALLIANZ GROUP exposure to ESG risk is mostly indirect through the risks ALLIANZ GROUP accept for ALLIANZ GROUP insurance clients .",N
ALLIANZ GROUP have embedded a strong ESG risk management approach throughout ALLIANZ GROUP underwriting processes .,N
"ESG risks are integrated via the ALLIANZ GROUP risk management policy framework that is applied to all ALLIANZ GROUP insurance business globally , whether ALLIANZ GROUP are   acting as lead insurer or as part of a panel .",N
", ALLIANZ GROUP is a strong partner of the transition to a low carbon economy and of ALLIANZ GROUP customers faced with climate risks .",N
"ALLIANZ GROUP provide insurance , risk management solutions , and advice to individuals , companies , and governments related to renewable energy projects and climate related risks ( see page 33).Examples of ALLIANZ GROUP products with an environmental or social added value .",N
WHAT DO ALLIANZ GROUP MEAN BY SUSTAINABLE SOLUTIONS?HOW ALLIANZ GROUP IDENTIFY AND DEVELOP SUSTAINABLE SOLUTIONSOur,N
ALLIANZ GROUP score new insurance products and services for customers to decide if new insurance products and services for customers meet ALLIANZ GROUP sustainable solutions criteria .,N
Revenue figures are then collected and reported for all solutions that qualify – both new and existing ones – to show how ALLIANZ GROUP are progressing in growing ALLIANZ GROUP sustainable solutions portfolio .,N
"Automotive solutionsTo promote the transition to more climate friendly mobility concepts , Allianz Turkey has introduced a discounted automobile insurance for 100 % electric vehicles .",N
"In 2018 , ALLIANZ GROUP will develop a methodology to measure the avoided emissions ALLIANZ GROUP enable through a selection of ALLIANZ GROUP sustainable insurance solutions .",N
"Founder and CEO , BIMA “ ALLIANZ GROUP investment in BIMA underscores ALLIANZ GROUPcommitment to digitalization , supporting the growth strategy of ALLIANZ GROUP in emerging economies , as well as enabling ALLIANZ GROUP to serve the so called ‘ next billion customers’ .",N
ALLIANZ GROUP is the perfect insurance partner and investor for BIMA because of ALLIANZ GROUP strong commitment to emerging markets and overlapping footprint .,N
ALLIANZ GROUP are committed to expanding ALLIANZ GROUP emerging consumers business with the goal of closing the protection gap for more people and providing access to affordable financial services.our emerging consumers business includes a potential 3.6 billion customers.8,Y
"ALLIANZ GROUP see business expanding exponentially in our emerging consumers business , along with the global middle classes which are predicted to grow to around five billion by 2030 .",N
ALLIANZ GROUP recognize Our strategic partners include : SOS Children ’s Villages ( see page 69)Impact Hub collaboration ( see page 71)German Corporation for International Cooperation ( GIZ ) International Paralympic Committee ( IPC)MEMBERSHIPS AND PARTNERSHIPSOur,N
"In response , ALLIANZ GROUP have expanded ALLIANZ GROUP solutions beyond microinsurance and now offer edutainment plans , micro savings and micro equity options .",N
"Because traditional financial services infrastructure is not established in many markets , ALLIANZ GROUP emerging consumer segment offers a major opportunity for digitalization .",N
"To make the most of the opportunities , ALLIANZ GROUP are partnering with digital businesses to distribute and expand ALLIANZ GROUP reach in many markets , for example through mobile phone based insurance solutions . Read the Emerging Consumers 2017 report online .",N
"ALLIANZ GROUP anticipate the risks of climate change , work to protect and care for ALLIANZ GROUP customers , and enable the transition to a low carbon economy .",N
"Through ALLIANZ GROUP Climate Change Strategy , ALLIANZ GROUP focus on developing and offering insurance solutions that help ALLIANZ GROUP customers respond to a changing climate and develop THE SDGS .",N
"ALLIANZ GROUP are also building on ALLIANZ GROUP experience as a leading microinsurer and reinsurer in agriculture to bring climate risk insurance mechanisms to vulnerable regions – including weather index insurance , yield loss and animal mortality covers .",N
"ALLIANZ GROUP are researching the actual and future impacts of climate change , in order to provide the best possible risk advice for society and ALLIANZ GROUP customers .",Y
ALLIANZ GROUP develop prevention and resilience approaches to respond to the challenges that arise .,N
"As THE SDGS expands , the global energy system is changing rapidly – bringing with the global energy system complex challenges .",N
ALLIANZ GROUP is a major insurer of green energy projects globally .,N
"ALLIANZ GROUP solutions cover all stages of the project lifecycle – from planning to decommissioning – ALLIANZ GROUP provide a variety of solutions including erection and construction all risk insurance , liability insurance , marine insurance , and technical advisory solutions .",N
ALLIANZ GROUP are specialists in insurance for the renewable energy sector .,N
ALLIANZ GROUP will continue to expand ALLIANZ GROUP sustainable product range and create more transparent communication around sustainable offerings .,Y
ALLIANZ GROUP will continue ALLIANZ GROUP co leadership in Dow Jones Sustainability Index ( DJSI ) global consultation on ESG standards in P&C underwriting and launch a global ESG in Underwriting survey .,N
ALLIANZ GROUP will continue to develop ALLIANZ GROUP partnership with GIZ to bring renewable energy solutions to African markets .,N
